company_name,company_description,relationship_to_bond,sector,industry,ISIN,bond_destination,coupon_rate,total_bond_amount,nominal_amount,maturity_date,bond_currency,country,status,stocks_info,bond_types,Floating rate,Foreign bonds,Green bonds,Senior Secured,Senior Unsecured,Zero-coupon bonds
Vonovia SE,Vonovia SE holds and manages residential real estate properties in Germany.,Profile,corporate,Construction and development,DE000A19X793,International bonds,FRN,"600,000,000 EUR","100,000 EUR",22dec2022, EUR,Germany,Outstanding,"Par amount, integral multiple","Foreign bonds, Floating rate",yes,yes,no,no,no,no
Vonovia SE,Vonovia SE holds and manages residential real estate properties in Germany.,Profile,corporate,Construction and development,DE000A19X8A4,International bonds,1.5%,"500,000,000 EUR","100,000 EUR",22mar2026, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Vonovia Finance BV,"Vonovia Finance B.V. is a debt issuing vehicle. The company was formerly known as Deutsche Annington Finance B.V. The company is based in Eemnes, the Netherlands. Vonovia Finance B.V. operates as a subsidiary of Vonovia SE.",Profile,corporate,Financial institutions,DE000A19X8B2,International bonds,2.125%,"500,000,000 EUR","100,000 EUR",22mar2030, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Vonovia Finance BV,"Vonovia Finance B.V. is a debt issuing vehicle. The company was formerly known as Deutsche Annington Finance B.V. The company is based in Eemnes, the Netherlands. Vonovia Finance B.V. operates as a subsidiary of Vonovia SE.",Profile,corporate,Financial institutions,DE000A19X8C0,International bonds,2.75%,"500,000,000 EUR","100,000 EUR",22mar2038, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Allianz Finance II B.V.,"Allianz Finance II B.V. engages in issuing bonds on behalf of and under a guarantee by Allianz SE. It lends the cash collected through a bond issue in full to Allianz SE or, if agreed so, ...",Profile,corporate,Financial institutions,DE000A1G0RU9,International bonds,3.5%,"1,500,000,000 EUR","100,000 EUR",14feb2022, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Allianz Finance II B.V.,"Allianz Finance II B.V. engages in issuing bonds on behalf of and under a guarantee by Allianz SE. It lends the cash collected through a bond issue in full to Allianz SE or, if agreed so, ...",Profile,corporate,Financial institutions,DE000A1HG1K6,International bonds,3%,"750,000,000 EUR","100,000 EUR",13mar2028, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Vonovia SE,Vonovia SE holds and manages residential real estate properties in Germany.,Profile,corporate,Construction and development,DE000A1HRVD5,International bonds,3.625%,"500,000,000 EUR","1,000 EUR",8oct2021, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A1PGWA5,International bonds,2.375%,"750,000,000 EUR","1,000 EUR",12sep2022, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
K+S Group,The K+S Group is one of the world's leading suppliers of standard and speciality fertilizers and the world's leading producer in the salt business.,Profile,corporate,Chemical and petrochemical industry,DE000A1PGZ82,International bonds,3%,"500,000,000 EUR","100,000 EUR",20jun2022, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A1R04X6,International bonds,2.25%,"750,000,000 EUR","1,000 EUR",24jan2022, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A1R0691,International bonds,2.375%,"500,000,000 EUR","1,000 EUR",8mar2023, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Linde,"Linde AG operates as an industrial gas and engineering company. The company offers oxygen, nitrogen, argon, rare gases, carbon monoxide, carbon dioxide, helium, hydrogen, electronic gases, specialty gases, acetylene, shielding gases, and noble gases, as well ...",Profile,corporate,Chemical and petrochemical industry,DE000A1R07P5,International bonds,2%,"650,000,000 EUR","1,000 EUR",18apr2023, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
BASF,"BASF SE is a chemical company. The Company operates in six segments, including chemicals, plastics, performance products, functional solutions, agricultural solutions, and oil and gas. BASF offers products for the chemical, automotive, construction, agriculture, oil, plastics, ...",Profile,corporate,Chemical and petrochemical industry,DE000A1R0XG3,International bonds,2%,"1,250,000,000 EUR","1,000 EUR",5dec2022, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Deutsche Boerse AG,"Deutsche Börse AG or the Deutsche Börse Group, is a marketplace organizer for the trading of shares and other securities. It is also a transaction services provider. It gives companies and investors access to global capital ...",Profile,corporate,Financial institutions,DE000A1RE1W1,International bonds,2.375%,"600,000,000 EUR","1,000 EUR",5oct2022, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A1TNJ97,International bonds,2%,"750,000,000 EUR","1,000 EUR",25jun2021, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Siemens Financieringsmaatschappij N.V. (SFM),"Siemens Financieringsmaatschappij N.V. (SFM) is a Dutch finance company that forms part of the Capital Markets section of TRE (Business Unit Treasury). Capital Markets is responsible for the issue and the administration of short, medium and ...",Profile,corporate,Financial institutions,DE000A1UDWN5,International bonds,2.875%,"1,000,000,000 EUR","1,000 EUR",10mar2028, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Vonovia SE,Vonovia SE holds and manages residential real estate properties in Germany.,Profile,corporate,Construction and development,DE000A1ZLUN1,International bonds,2.125%,"500,000,000 EUR","1,000 EUR",9jul2022, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Vonovia Finance BV,"Vonovia Finance B.V. is a debt issuing vehicle. The company was formerly known as Deutsche Annington Finance B.V. The company is based in Eemnes, the Netherlands. Vonovia Finance B.V. operates as a subsidiary of Vonovia SE.",Profile,corporate,Financial institutions,DE000A1ZY989,International bonds,1.5%,"500,000,000 EUR","1,000 EUR",31mar2025, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
LEG Immobilien AG,"Here at LEG, we provide around 300,000 people with a place to live. With our slogan “gewohnt gut” we offer our tenants a comprehensive service program with numerous events and services. Our aim is to ...",Profile,corporate,Construction and development,DE000A254P51,International bonds,0.875%,"500,000,000 EUR","100,000 EUR",28nov2027, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
LEG Immobilien AG,"Here at LEG, we provide around 300,000 people with a place to live. With our slogan “gewohnt gut” we offer our tenants a comprehensive service program with numerous events and services. Our aim is to ...",Profile,corporate,Construction and development,DE000A254P69,International bonds,1.625%,"300,000,000 EUR","100,000 EUR",28nov2034, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Vonovia Finance BV,"Vonovia Finance B.V. is a debt issuing vehicle. The company was formerly known as Deutsche Annington Finance B.V. The company is based in Eemnes, the Netherlands. Vonovia Finance B.V. operates as a subsidiary of Vonovia SE.",Profile,corporate,Financial institutions,DE000A287179,International bonds,1%,"500,000,000 EUR","100,000 EUR",28jan2041, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
BASF,"BASF SE is a chemical company. The Company operates in six segments, including chemicals, plastics, performance products, functional solutions, agricultural solutions, and oil and gas. BASF offers products for the chemical, automotive, construction, agriculture, oil, plastics, ...",Profile,corporate,Chemical and petrochemical industry,DE000A289DB1,International bonds,0.101%,"1,000,000,000 EUR","100,000 EUR",5jun2023, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
BASF,"BASF SE is a chemical company. The Company operates in six segments, including chemicals, plastics, performance products, functional solutions, agricultural solutions, and oil and gas. BASF offers products for the chemical, automotive, construction, agriculture, oil, plastics, ...",Profile,corporate,Chemical and petrochemical industry,DE000A289DC9,International bonds,0.25%,"1,000,000,000 EUR","100,000 EUR",5jun2027, EUR,Germany,Outstanding,"Par amount, integral multiple",Green bonds,no,no,yes,no,no,no
Deutsche Wohnen,Deutsche Wohnen is one of the leading listed residential companies in Germany. Its operational focus is on managing and developing its residential property portfolio. The company is listed in the MDAX of the German Stock Exchange ...,Profile,corporate,Construction and development,DE000A289NE4,International bonds,1%,"595,000,000 EUR","100,000 EUR",30apr2025, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Deutsche Wohnen,Deutsche Wohnen is one of the leading listed residential companies in Germany. Its operational focus is on managing and developing its residential property portfolio. The company is listed in the MDAX of the German Stock Exchange ...,Profile,corporate,Construction and development,DE000A289NF1,International bonds,1.5%,"595,000,000 EUR","100,000 EUR",30apr2030, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Schaeffler,"Schaeffler develops and manufactures precision products for everything that moves – in machines, equipment, and vehicles as well as in aviation and aerospace applications – with its INA, LuK, and FAG brands. The globally active group of ...",Profile,corporate,Engineering industry,DE000A289Q91,International bonds,2.75%,"750,000,000 EUR","100,000 EUR",12oct2025, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A289QR9,International bonds,0.75%,"1,000,000,000 EUR","100,000 EUR",10sep2030, EUR,Germany,Outstanding,"Par amount, integral multiple","Green bonds, Senior Unsecured",no,no,yes,no,yes,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A289RN6,International bonds,2.625%,"1,500,000,000 EUR","1,000 EUR",7apr2025, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A289XG8,International bonds,2.375%,"750,000,000 EUR","1,000 EUR",22may2030, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A289XH6,International bonds,1.625%,"1,000,000,000 EUR","1,000 EUR",22aug2023, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A289XJ2,International bonds,2%,"1,250,000,000 EUR","1,000 EUR",24aug2026, EUR (90),Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Allianz Finance II B.V.,"Allianz Finance II B.V. engages in issuing bonds on behalf of and under a guarantee by Allianz SE. It lends the cash collected through a bond issue in full to Allianz SE or, if agreed so, ...",Profile,corporate,Financial institutions,DE000A28RSQ8,International bonds,0%,"500,000,000 EUR","100,000 EUR",14jan2025, EUR (1827D),Netherlands,Outstanding,"Par amount, integral multiple",Zero-coupon bonds,no,no,no,no,no,yes
Allianz Finance II B.V.,"Allianz Finance II B.V. engages in issuing bonds on behalf of and under a guarantee by Allianz SE. It lends the cash collected through a bond issue in full to Allianz SE or, if agreed so, ...",Profile,corporate,Financial institutions,DE000A28RSR6,International bonds,0.500%,"750,000,000 EUR","100,000 EUR",14jan2031, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Vonovia Finance BV,"Vonovia Finance B.V. is a debt issuing vehicle. The company was formerly known as Deutsche Annington Finance B.V. The company is based in Eemnes, the Netherlands. Vonovia Finance B.V. operates as a subsidiary of Vonovia SE.",Profile,corporate,Financial institutions,DE000A28VQC4,International bonds,1.625%,"500,000,000 EUR","100,000 EUR",7apr2024, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Foreign bonds,no,yes,no,no,no,no
Vonovia Finance BV,"Vonovia Finance B.V. is a debt issuing vehicle. The company was formerly known as Deutsche Annington Finance B.V. The company is based in Eemnes, the Netherlands. Vonovia Finance B.V. operates as a subsidiary of Vonovia SE.",Profile,corporate,Financial institutions,DE000A28VQD2,International bonds,2.25%,"500,000,000 EUR","100,000 EUR",7apr2030, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Foreign bonds,no,yes,no,no,no,no
Vonovia Finance BV,"Vonovia Finance B.V. is a debt issuing vehicle. The company was formerly known as Deutsche Annington Finance B.V. The company is based in Eemnes, the Netherlands. Vonovia Finance B.V. operates as a subsidiary of Vonovia SE.",Profile,corporate,Financial institutions,DE000A28ZQP7,International bonds,0.625%,"750,000,000 EUR","100,000 EUR",9jul2026, EUR (31),Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Vonovia Finance BV,"Vonovia Finance B.V. is a debt issuing vehicle. The company was formerly known as Deutsche Annington Finance B.V. The company is based in Eemnes, the Netherlands. Vonovia Finance B.V. operates as a subsidiary of Vonovia SE.",Profile,corporate,Financial institutions,DE000A28ZQQ5,International bonds,1%,"750,000,000 EUR","100,000 EUR",9jul2030, EUR (32),Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A2AAL31,International bonds,1.5%,"1,000,000,000 EUR","1,000 EUR",9mar2026, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
BASF,"BASF SE is a chemical company. The Company operates in six segments, including chemicals, plastics, performance products, functional solutions, agricultural solutions, and oil and gas. BASF offers products for the chemical, automotive, construction, agriculture, oil, plastics, ...",Profile,corporate,Chemical and petrochemical industry,DE000A2BPA51,International bonds,0.875%,"500,000,000 EUR","1,000 EUR",6oct2031, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A2DADM7,International bonds,0.85%,"1,250,000,000 EUR","1,000 EUR",28feb2025, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SAP SE,"Sap SE (f.n.a. SAP AG) is a Germany-based holding company of the SAP Group, which is engaged in enterprise applications solutions development. The Company's core business is selling licenses for software solutions and related services to ...",Profile,corporate,Information and High Technologies,DE000A2G8VT5,International bonds,1%,"500,000,000 EUR","100,000 EUR",13mar2026, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SAP SE,"Sap SE (f.n.a. SAP AG) is a Germany-based holding company of the SAP Group, which is engaged in enterprise applications solutions development. The Company's core business is selling licenses for software solutions and related services to ...",Profile,corporate,Information and High Technologies,DE000A2G8VU3,International bonds,1.375%,"500,000,000 EUR","100,000 EUR",13mar2030, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A2GSCW3,International bonds,1.5%,"1,500,000,000 EUR","1,000 EUR",3jul2029, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A2GSCX1,International bonds,2.125%,"1,300,000,000 EUR","1,000 EUR",3jul2037, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A2GSCY9,International bonds,FRN,"1,250,000,000 EUR","100,000 EUR",3jul2024, EUR,Germany,Outstanding,"Par amount, integral multiple",Floating rate,yes,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A2GSLY0,International bonds,1%,"1,000,000,000 EUR","1,000 EUR",15nov2027, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Hochtief AG,"HOCHTIEF is one of the world's leading construction groups. We have excelled for 140 years in our core competency of construction. Our focus is on complex infrastructure projects, many of which we deliver on the basis ...",Profile,corporate,Construction and development,DE000A2LQ5M4,International bonds,1.75%,"500,000,000 EUR","1,000 EUR",3jul2025, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Deutsche Borse,"As one of the world’s leading exchange organisations Deutsche Borse Group provides investors, financial institutions and companies access to global capital markets. Our business covers the entire process chain from securities and derivatives trading, clearing, settlement ...",Profile,corporate,Financial institutions,DE000A2LQJ75,International bonds,1.125%,"600,000,000 EUR","1,000 EUR",26mar2028, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Deutsche Telekom,"Deutsche Telekom AG offers telecommunications services. The Company offers a full range of fixed-line telephone services, mobile communications services, Internet access, and combined information technology and telecommunications services for businesses.",Profile,corporate,Communication,DE000A2LQRS3,International bonds,2.25%,"500,000,000 EUR","1,000 EUR",29mar2039, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Vonovia Finance BV,"Vonovia Finance B.V. is a debt issuing vehicle. The company was formerly known as Deutsche Annington Finance B.V. The company is based in Eemnes, the Netherlands. Vonovia Finance B.V. operates as a subsidiary of Vonovia SE.",Profile,corporate,Financial institutions,DE000A2R7JD3,International bonds,0.5%,"500,000,000 EUR","100,000 EUR",14sep2029, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Vonovia Finance BV,"Vonovia Finance B.V. is a debt issuing vehicle. The company was formerly known as Deutsche Annington Finance B.V. The company is based in Eemnes, the Netherlands. Vonovia Finance B.V. operates as a subsidiary of Vonovia SE.",Profile,corporate,Financial institutions,DE000A2R7JE1,International bonds,1.125%,"500,000,000 EUR","100,000 EUR",14sep2034, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Vonovia Finance BV,"Vonovia Finance B.V. is a debt issuing vehicle. The company was formerly known as Deutsche Annington Finance B.V. The company is based in Eemnes, the Netherlands. Vonovia Finance B.V. operates as a subsidiary of Vonovia SE.",Profile,corporate,Financial institutions,DE000A2R8NC5,International bonds,0.125%,"500,000,000 EUR","100,000 EUR",6apr2023, EUR,Netherlands,Outstanding,"Par amount, integral multiple","Foreign bonds, Senior Unsecured",no,yes,no,no,yes,no
Vonovia Finance BV,"Vonovia Finance B.V. is a debt issuing vehicle. The company was formerly known as Deutsche Annington Finance B.V. The company is based in Eemnes, the Netherlands. Vonovia Finance B.V. operates as a subsidiary of Vonovia SE.",Profile,corporate,Financial institutions,DE000A2R8ND3,International bonds,0.625%,"500,000,000 EUR","100,000 EUR",7oct2027, EUR,Netherlands,Outstanding,"Par amount, integral multiple","Foreign bonds, Senior Unsecured",no,yes,no,no,yes,no
Daimler International Finance B.V.,Daimler International Finance B.V. operates as a subsidiary of Daimler AG.,Profile,corporate,Engineering industry,DE000A2R9ZT1,International bonds,0.25%,"1,750,000,000 EUR","1,000 EUR",6nov2023, EUR (72),Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler International Finance B.V.,Daimler International Finance B.V. operates as a subsidiary of Daimler AG.,Profile,corporate,Engineering industry,DE000A2R9ZU9,International bonds,0.625%,"1,250,000,000 EUR","1,000 EUR",6may2027, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Allianz Finance II B.V.,"Allianz Finance II B.V. engages in issuing bonds on behalf of and under a guarantee by Allianz SE. It lends the cash collected through a bond issue in full to Allianz SE or, if agreed so, ...",Profile,corporate,Financial institutions,DE000A2RWAX4,International bonds,0.875%,"750,000,000 EUR","100,000 EUR",15jan2026, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Allianz Finance II B.V.,"Allianz Finance II B.V. engages in issuing bonds on behalf of and under a guarantee by Allianz SE. It lends the cash collected through a bond issue in full to Allianz SE or, if agreed so, ...",Profile,corporate,Financial institutions,DE000A2RWAY2,International bonds,1.5%,"750,000,000 EUR","100,000 EUR",15jan2030, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Vonovia Finance BV,"Vonovia Finance B.V. is a debt issuing vehicle. The company was formerly known as Deutsche Annington Finance B.V. The company is based in Eemnes, the Netherlands. Vonovia Finance B.V. operates as a subsidiary of Vonovia SE.",Profile,corporate,Financial institutions,DE000A2RWZZ6,International bonds,1.8%,"500,000,000 EUR","100,000 EUR",29jun2025, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler International Finance B.V.,Daimler International Finance B.V. operates as a subsidiary of Daimler AG.,Profile,corporate,Engineering industry,DE000A2RYD83,International bonds,0.625%,"1,500,000,000 EUR","1,000 EUR",27feb2023, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler International Finance B.V.,Daimler International Finance B.V. operates as a subsidiary of Daimler AG.,Profile,corporate,Engineering industry,DE000A2RYD91,International bonds,1.375%,"1,000,000,000 EUR","1,000 EUR",26jun2026, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A2TR083,International bonds,2%,"750,000,000 EUR","1,000 EUR",27feb2031, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Deutsche Telekom,"Deutsche Telekom AG offers telecommunications services. The Company offers a full range of fixed-line telephone services, mobile communications services, Internet access, and combined information technology and telecommunications services for businesses.",Profile,corporate,Communication,DE000A2TSDD4,International bonds,0.875%,"500,000,000 EUR","1,000 EUR",25mar2026, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Deutsche Telekom,"Deutsche Telekom AG offers telecommunications services. The Company offers a full range of fixed-line telephone services, mobile communications services, Internet access, and combined information technology and telecommunications services for businesses.",Profile,corporate,Communication,DE000A2TSDE2,International bonds,1.75%,"1,000,000,000 EUR","1,000 EUR",25mar2031, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SAP SE,"Sap SE (f.n.a. SAP AG) is a Germany-based holding company of the SAP Group, which is engaged in enterprise applications solutions development. The Company's core business is selling licenses for software solutions and related services to ...",Profile,corporate,Information and High Technologies,DE000A2TSTD0,International bonds,0.25%,"900,000,000 EUR","100,000 EUR",10mar2022, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SAP SE,"Sap SE (f.n.a. SAP AG) is a Germany-based holding company of the SAP Group, which is engaged in enterprise applications solutions development. The Company's core business is selling licenses for software solutions and related services to ...",Profile,corporate,Information and High Technologies,DE000A2TSTE8,International bonds,0.75%,"850,000,000 EUR","100,000 EUR",10dec2024, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SAP SE,"Sap SE (f.n.a. SAP AG) is a Germany-based holding company of the SAP Group, which is engaged in enterprise applications solutions development. The Company's core business is selling licenses for software solutions and related services to ...",Profile,corporate,Information and High Technologies,DE000A2TSTF5,International bonds,1.25%,"1,000,000,000 EUR","100,000 EUR",10mar2028, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SAP SE,"Sap SE (f.n.a. SAP AG) is a Germany-based holding company of the SAP Group, which is engaged in enterprise applications solutions development. The Company's core business is selling licenses for software solutions and related services to ...",Profile,corporate,Information and High Technologies,DE000A2TSTG3,International bonds,1.625%,"1,250,000,000 EUR","100,000 EUR",10mar2031, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Schaeffler,"Schaeffler develops and manufactures precision products for everything that moves – in machines, equipment, and vehicles as well as in aviation and aerospace applications – with its INA, LuK, and FAG brands. The globally active group of ...",Profile,corporate,Engineering industry,DE000A2YB699,International bonds,1.125%,"750,000,000 EUR","1,000 EUR",26mar2022, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Schaeffler,"Schaeffler develops and manufactures precision products for everything that moves – in machines, equipment, and vehicles as well as in aviation and aerospace applications – with its INA, LuK, and FAG brands. The globally active group of ...",Profile,corporate,Engineering industry,DE000A2YB7A7,International bonds,1.875%,"800,000,000 EUR","1,000 EUR",26mar2024, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Schaeffler,"Schaeffler develops and manufactures precision products for everything that moves – in machines, equipment, and vehicles as well as in aviation and aerospace applications – with its INA, LuK, and FAG brands. The globally active group of ...",Profile,corporate,Engineering industry,DE000A2YB7B5,International bonds,2.875%,"650,000,000 EUR","1,000 EUR",26mar2027, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Hochtief AG,"HOCHTIEF is one of the world's leading construction groups. We have excelled for 140 years in our core competency of construction. Our focus is on complex infrastructure projects, many of which we deliver on the basis ...",Profile,corporate,Construction and development,DE000A2YN2U2,International bonds,0.5%,"500,000,000 EUR","1,000 EUR",3sep2027, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Hochtief AG,"HOCHTIEF is one of the world's leading construction groups. We have excelled for 140 years in our core competency of construction. Our focus is on complex infrastructure projects, many of which we deliver on the basis ...",Profile,corporate,Construction and development,DE000A2YN2V0,International bonds,1.25%,"250,000,000 EUR","1,000 EUR",3sep2031, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A2YNZV0,International bonds,0%,"750,000,000 EUR","1,000 EUR",8feb2024, EUR (1645D),Germany,Outstanding,"Par amount, integral multiple",Zero-coupon bonds,no,no,no,no,no,yes
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A2YNZW8,International bonds,0.375%,"1,000,000,000 EUR","1,000 EUR",8nov2026, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
